date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:31:05	112305/112305	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:08%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/projects/8.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/projects/8.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/image-gallery.html)
16:31:14	143823/143823	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:09%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/projects/7.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/projects/7.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/image-gallery.html)
16:31:17	15352/15352	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Sep%202021%2019:28:57%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/404-image.png	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/404-image.png	(from http://duruthemes.com/demo/html/savoye/multipage-dark/404.html)
16:31:18	8960/8960	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2019:28:55%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/js/validator.js	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/js/validator.js	(from http://duruthemes.com/demo/html/savoye/multipage-dark/coming-soon.html)
16:31:55	663821/663821	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:14%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/slider/3.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/slider/3.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/project-page.html)
16:32:02	349293/349293	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:12%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/slider/4.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/slider/4.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/video-gallery.html)
16:32:41	596918/596918	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:13%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/slider/1.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/slider/1.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/video-gallery.html)
16:32:54	596918/596918	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:18%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/blog/1.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/blog/1.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/blog.html)
16:32:55	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Nov%202021%2009:32:56%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/post2.html	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/post2.60.delayed	(from http://duruthemes.com/demo/html/savoye/multipage-dark/blog2.html)
16:32:55	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Nov%202021%2009:32:56%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/post3.html	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/post3.html	(from http://duruthemes.com/demo/html/savoye/multipage-dark/blog2.html)
